30 , 0.1
29 , 0.12
28 , 0.11
27 , 0.11
26 , 0.12
25 , 0.13
24 , 0.13
23 , 0.13
22 , 0.16
20 , 0.22
18 , 0.18
16 , 0.62
14 , 1.18
12 , 1.73
10 , 3.75
8 , 5.20
6 , 4.40
4 , 2.70
2 , 1.25
0 , 0.14
-2 , 1.41
-4 , 3.60
-6 , 4.50
-8 , 4.00
-10 , 3.00
-12 , 1.90
-14 , 1.00
-16 , 0.48
-18 , 0.18
-20 , 0.11
-21 , 0.09
-22 , 0.09
-23 , 0.08
-24 , 0.08
-25 , 0.09
-26 , 0.09
-27 , 0.09
-28 , 0.09
-29 , 0.09
-30 , 0.11
